date,draw_number,time_of_day,time,winning_number,symbol,modifiers
19-01-2022,21589,Evening,7:00 PM,29,Opium Man,Megaball
19-01-2022,21587,Midday,1:00 PM,19,Horse,"Gold Ball, Mega Ultra Ball"
19-01-2022,21586,Morning,10:30 AM,9,Cattle,Gold Ball
19-01-2023,22820,Afternoon,4:00 PM,1,Centipede,
19-01-2023,22821,Evening,7:00 PM,14,Money,
19-01-2023,22819,Midday,1:00 PM,12,King,
19-01-2023,22818,Morning,10:30 AM,13,Crapaud,Mega Bonus Ball
19-01-2024,24052,Afternoon,4:00 PM,2,Old Lady,Mega Ultra Ball
19-01-2024,24053,Evening,7:00 PM,26,Fowl,"Gold Ball, Megaball, Mega Extreme Ball"
19-01-2024,24051,Midday,1:00 PM,8,Tiger,Mega Extreme Ball
19-01-2024,24050,Morning,10:30 AM,23,Big House,"Megaball, Mega Extreme Ball"
19-02-1996,1010,Evening,7:00 PM,11,Corbeau,
19-02-1996,1009,Midday,1:00 PM,36,Donkey,
19-02-1997,1624,Evening,7:00 PM,36,Donkey,
19-02-1997,1623,Midday,1:00 PM,29,Opium Man,
19-02-1998,2240,Evening,7:00 PM,7,Hog,
19-02-1998,2239,Midday,1:00 PM,18,Water Boat,
19-02-1999,2856,Evening,7:00 PM,14,Money,
19-02-1999,2855,Midday,1:00 PM,23,Big House,
19-02-2000,3472,Evening,7:00 PM,14,Money,
19-02-2000,3471,Midday,1:00 PM,6,Belly,
19-02-2001,4086,Evening,7:00 PM,9,Cattle,
19-02-2001,4085,Midday,1:00 PM,18,Water Boat,
19-02-2002,4700,Evening,7:00 PM,25,Morocoy,
19-02-2002,4699,Midday,1:00 PM,5,Parson Man,
19-02-2003,5314,Evening,7:00 PM,27,Little Snake,
19-02-2003,5313,Midday,1:00 PM,9,Cattle,
19-02-2004,5928,Evening,7:00 PM,2,Old Lady,
19-02-2004,5927,Midday,1:00 PM,32,Shrimp,
19-02-2005,6542,Evening,7:00 PM,10,Monkey,
19-02-2005,6541,Midday,1:00 PM,28,Red Fish,
19-02-2007,7766,Evening,7:00 PM,2,Old Lady,
19-02-2007,7765,Midday,1:00 PM,28,Red Fish,
19-02-2008,8380,Evening,7:00 PM,28,Red Fish,
19-02-2008,8379,Midday,1:00 PM,34,Blind Man,
19-02-2009,8998,Evening,7:00 PM,25,Morocoy,
19-02-2009,8997,Midday,1:00 PM,6,Belly,
19-02-2010,9612,Evening,7:00 PM,13,Crapaud,
19-02-2010,9611,Midday,1:00 PM,36,Donkey,
19-02-2011,10226,Evening,7:00 PM,20,Dog,
19-02-2011,10225,Midday,1:00 PM,2,Old Lady,
19-02-2013,11845,Evening,7:00 PM,30,House Cat,
19-02-2013,11844,Midday,1:00 PM,8,Tiger,
19-02-2013,11843,Morning,10:30 AM,24,Queen,
19-02-2014,12766,Evening,7:00 PM,2,Old Lady,
19-02-2014,12765,Midday,1:00 PM,26,Fowl,
19-02-2014,12764,Morning,10:30 AM,12,King,
19-02-2015,13690,Evening,7:00 PM,12,King,
19-02-2015,13689,Midday,1:00 PM,26,Fowl,
19-02-2015,13688,Morning,10:30 AM,16,Jammette,
19-02-2016,14804,Afternoon,4:00 PM,18,Water Boat,
19-02-2016,14805,Evening,7:00 PM,34,Blind Man,
19-02-2016,14803,Midday,1:00 PM,18,Water Boat,
19-02-2016,14802,Morning,10:30 AM,16,Jammette,
19-02-2018,17264,Afternoon,4:00 PM,12,King,
19-02-2018,17265,Evening,7:00 PM,6,Belly,Megaball
19-02-2018,17263,Midday,1:00 PM,29,Opium Man,
19-02-2018,17262,Morning,10:30 AM,18,Water Boat,
19-02-2019,18492,Afternoon,4:00 PM,20,Dog,
19-02-2019,18493,Evening,7:00 PM,18,Water Boat,
19-02-2019,18491,Midday,1:00 PM,23,Big House,Megaball
19-02-2019,18490,Morning,10:30 AM,14,Money,
19-02-2020,19724,Afternoon,4:00 PM,6,Belly,
19-02-2020,19725,Evening,7:00 PM,13,Crapaud,Mega Extreme Ball
19-02-2020,19723,Midday,1:00 PM,33,Spider,
19-02-2020,19722,Morning,10:30 AM,35,Big Snake,Mega Ultra Ball
19-02-2021,20752,Afternoon,4:00 PM,33,Spider,
19-02-2021,20753,Evening,7:00 PM,24,Queen,
19-02-2021,20751,Midday,1:00 PM,33,Spider,Mega Ultra Ball
19-02-2021,20750,Morning,10:30 AM,17,Pigeon,Mega Ultra Ball
19-02-2022,21696,Afternoon,4:00 PM,20,Dog,Mega Bonus Ball
19-02-2022,21697,Evening,7:00 PM,1,Centipede,Mega Bonus Ball
19-02-2022,21695,Midday,1:00 PM,6,Belly,Mega Extreme Ball
19-02-2022,21694,Morning,10:30 AM,24,Queen,"Mega Bonus Ball, Mega Ultra Ball"
19-02-2024,24156,Afternoon,4:00 PM,9,Cattle,"Gold Ball, Megaball"
19-02-2024,24157,Evening,7:00 PM,29,Opium Man,
19-02-2024,24155,Midday,1:00 PM,5,Parson Man,
19-02-2024,24154,Morning,10:30 AM,16,Jammette,Mega Ultra Ball
19-03-1996,1058,Evening,7:00 PM,17,Pigeon,
19-03-1996,1057,Midday,1:00 PM,24,Queen,
19-03-1997,1672,Evening,7:00 PM,32,Shrimp,
19-03-1997,1671,Midday,1:00 PM,31,Parson Wife,
19-03-1998,2288,Evening,7:00 PM,8,Tiger,
19-03-1998,2287,Midday,1:00 PM,11,Corbeau,
19-03-1999,2904,Evening,7:00 PM,5,Parson Man,
19-03-1999,2903,Midday,1:00 PM,2,Old Lady,
19-03-2001,4134,Evening,7:00 PM,7,Hog,
19-03-2001,4133,Midday,1:00 PM,28,Red Fish,
19-03-2002,4748,Evening,7:00 PM,26,Fowl,
19-03-2002,4747,Midday,1:00 PM,33,Spider,
19-03-2003,5362,Evening,7:00 PM,1,Centipede,
19-03-2003,5361,Midday,1:00 PM,16,Jammette,
19-03-2004,5978,Evening,7:00 PM,6,Belly,
19-03-2004,5977,Midday,1:00 PM,28,Red Fish,
19-03-2005,6590,Evening,7:00 PM,20,Dog,
19-03-2005,6589,Midday,1:00 PM,15,Sick Woman,
19-03-2007,7814,Evening,7:00 PM,17,Pigeon,
19-03-2007,7813,Midday,1:00 PM,12,King,
19-03-2008,8430,Evening,7:00 PM,21,Mouth,
19-03-2008,8429,Midday,1:00 PM,12,King,
19-03-2009,9046,Evening,7:00 PM,7,Hog,
19-03-2009,9045,Midday,1:00 PM,3,Carriage,
19-03-2010,9660,Evening,7:00 PM,18,Water Boat,
19-03-2010,9659,Midday,1:00 PM,9,Cattle,
19-03-2011,10274,Evening,7:00 PM,17,Pigeon,
19-03-2011,10273,Midday,1:00 PM,9,Cattle,
19-03-2012,10993,Evening,7:00 PM,34,Blind Man,
19-03-2012,10992,Midday,1:00 PM,29,Opium Man,
19-03-2012,10991,Morning,10:30 AM,2,Old Lady,
19-03-2013,11917,Evening,7:00 PM,30,House Cat,
19-03-2013,11916,Midday,1:00 PM,17,Pigeon,
19-03-2013,11915,Morning,10:30 AM,27,Little Snake,
19-03-2014,12838,Evening,7:00 PM,28,Red Fish,
19-03-2014,12837,Midday,1:00 PM,8,Tiger,
19-03-2014,12836,Morning,10:30 AM,5,Parson Man,
19-03-2015,13762,Evening,7:00 PM,36,Donkey,
19-03-2015,13761,Midday,1:00 PM,30,House Cat,
19-03-2015,13760,Morning,10:30 AM,22,Rat,
19-03-2016,14905,Evening,7:00 PM,33,Spider,
19-03-2016,14903,Midday,1:00 PM,27,Little Snake,
19-03-2016,14902,Morning,10:30 AM,35,Big Snake,
19-03-2018,17360,Afternoon,4:00 PM,30,House Cat,
19-03-2018,17361,Evening,7:00 PM,36,Donkey,
19-03-2018,17359,Midday,1:00 PM,29,Opium Man,
19-03-2018,17358,Morning,10:30 AM,28,Red Fish,
19-03-2019,18588,Afternoon,4:00 PM,7,Hog,Megaball
19-03-2019,18589,Evening,7:00 PM,26,Fowl,
19-03-2019,18587,Midday,1:00 PM,16,Jammette,Megaball
19-03-2019,18586,Morning,10:30 AM,25,Morocoy,Megaball
19-03-2020,19824,Afternoon,4:00 PM,27,Little Snake,Megaball
19-03-2020,19825,Evening,7:00 PM,13,Crapaud,
19-03-2020,19823,Midday,1:00 PM,30,House Cat,Mega Extreme Ball
19-03-2020,19822,Morning,10:30 AM,36,Donkey,"Megaball, Mega Ultra Ball"
19-03-2021,20848,Afternoon,4:00 PM,21,Mouth,
19-03-2021,20849,Evening,7:00 PM,14,Money,"Megaball, Mega Ultra Ball"
19-03-2021,20847,Midday,1:00 PM,14,Money,Megaball
19-03-2021,20846,Morning,10:30 AM,5,Parson Man,
19-03-2022,21792,Afternoon,4:00 PM,7,Hog,Mega Bonus Ball
19-03-2022,21793,Evening,7:00 PM,29,Opium Man,
19-03-2022,21791,Midday,1:00 PM,30,House Cat,Mega Extreme Ball
19-03-2022,21790,Morning,10:30 AM,18,Water Boat,
19-03-2024,24256,Afternoon,4:00 PM,26,Fowl,"Gold Ball, Megaball"
19-03-2024,24257,Evening,7:00 PM,26,Fowl,"Megaball, Mega Ultra Ball"
19-03-2024,24255,Midday,1:00 PM,20,Dog,"Megaball, Mega Ultra Ball"
19-03-2024,24254,Morning,10:30 AM,35,Big Snake,"Gold Ball, Mega Extreme Ball"
19-04-1995,492,Evening,7:00 PM,3,Carriage,
19-04-1995,491,Midday,1:00 PM,34,Blind Man,
19-04-1996,1108,Evening,7:00 PM,6,Belly,
19-04-1996,1107,Midday,1:00 PM,16,Jammette,
19-04-1997,1724,Evening,7:00 PM,3,Carriage,
19-04-1997,1723,Midday,1:00 PM,36,Donkey,
19-04-1999,2952,Evening,7:00 PM,3,Carriage,
19-04-1999,2951,Midday,1:00 PM,18,Water Boat,
19-04-2000,3572,Evening,7:00 PM,22,Rat,
19-04-2000,3571,Midday,1:00 PM,30,House Cat,
19-04-2001,4184,Evening,7:00 PM,17,Pigeon,
19-04-2001,4183,Midday,1:00 PM,3,Carriage,
19-04-2002,4798,Evening,7:00 PM,7,Hog,
19-04-2002,4797,Midday,1:00 PM,10,Monkey,
19-04-2003,5412,Evening,7:00 PM,36,Donkey,
19-04-2003,5411,Midday,1:00 PM,31,Parson Wife,
19-04-2004,6026,Evening,7:00 PM,14,Money,
19-04-2004,6025,Midday,1:00 PM,21,Mouth,
19-04-2005,6638,Evening,7:00 PM,17,Pigeon,
19-04-2005,6637,Midday,1:00 PM,7,Hog,
19-04-2006,7250,Evening,7:00 PM,36,Donkey,
19-04-2006,7249,Midday,1:00 PM,28,Red Fish,
19-04-2007,7864,Evening,7:00 PM,16,Jammette,
19-04-2007,7863,Midday,1:00 PM,21,Mouth,
19-04-2008,8482,Evening,7:00 PM,14,Money,
19-04-2008,8481,Midday,1:00 PM,13,Crapaud,
19-04-2010,9708,Evening,7:00 PM,26,Fowl,
19-04-2010,9707,Midday,1:00 PM,19,Horse,
19-04-2011,10324,Evening,7:00 PM,28,Red Fish,
19-04-2011,10323,Midday,1:00 PM,23,Big House,
19-04-2012,11068,Evening,7:00 PM,10,Monkey,
19-04-2012,11067,Midday,1:00 PM,3,Carriage,
19-04-2012,11066,Morning,10:30 AM,18,Water Boat,
19-04-2013,11992,Evening,7:00 PM,3,Carriage,
19-04-2013,11991,Midday,1:00 PM,4,Dead Man,
19-04-2013,11990,Morning,10:30 AM,33,Spider,
19-04-2014,12916,Evening,7:00 PM,1,Centipede,
19-04-2014,12915,Midday,1:00 PM,23,Big House,
19-04-2014,12914,Morning,10:30 AM,22,Rat,
19-04-2016,15000,Afternoon,4:00 PM,36,Donkey,
19-04-2016,15001,Evening,7:00 PM,24,Queen,
19-04-2016,14999,Midday,1:00 PM,4,Dead Man,
19-04-2016,14998,Morning,10:30 AM,11,Corbeau,
19-04-2017,16232,Afternoon,4:00 PM,5,Parson Man,Megaball
19-04-2017,16233,Evening,7:00 PM,36,Donkey,Megaball
19-04-2017,16231,Midday,1:00 PM,35,Big Snake,
19-04-2017,16230,Morning,10:30 AM,30,House Cat,
19-04-2018,17460,Afternoon,4:00 PM,12,King,Megaball
19-04-2018,17461,Evening,7:00 PM,32,Shrimp,
19-04-2018,17459,Midday,1:00 PM,8,Tiger,Mega Bonus Ball
19-04-2018,17458,Morning,10:30 AM,2,Old Lady,Megaball
19-04-2021,20944,Afternoon,4:00 PM,5,Parson Man,
19-04-2021,20945,Evening,7:00 PM,19,Horse,Mega Ultra Ball
19-04-2021,20943,Midday,1:00 PM,19,Horse,Mega Ultra Ball
19-04-2021,20942,Morning,10:30 AM,29,Opium Man,Mega Extreme Ball
19-04-2022,21888,Afternoon,4:00 PM,2,Old Lady,
19-04-2022,21889,Evening,7:00 PM,7,Hog,Mega Ultra Ball
19-04-2022,21887,Midday,1:00 PM,34,Blind Man,Mega Ultra Ball
19-04-2022,21886,Morning,10:30 AM,16,Jammette,Megaball
19-04-2023,23120,Afternoon,4:00 PM,3,Carriage,
19-04-2023,23121,Evening,7:00 PM,14,Money,"Gold Ball, Mega Ultra Ball"
19-04-2023,23119,Midday,1:00 PM,22,Rat,"Gold Ball, Megaball, Mega Extreme Ball"
19-04-2023,23118,Morning,10:30 AM,5,Parson Man,
19-04-2024,24352,Afternoon,4:00 PM,31,Parson Wife,
19-04-2024,24353,Evening,7:00 PM,27,Little Snake,Mega Ultra Ball
19-04-2024,24351,Midday,1:00 PM,19,Horse,
19-04-2024,24350,Morning,10:30 AM,2,Old Lady,"Mega Bonus Ball, Mega Bonus Ball"
19-05-1995,544,Evening,7:00 PM,17,Pigeon,
19-05-1995,543,Midday,1:00 PM,33,Spider,
19-05-1997,1774,Evening,7:00 PM,11,Corbeau,
19-05-1997,1773,Midday,1:00 PM,2,Old Lady,
19-05-1998,2390,Evening,7:00 PM,5,Parson Man,
19-05-1998,2389,Midday,1:00 PM,35,Big Snake,
19-05-1999,3004,Evening,7:00 PM,28,Red Fish,
19-05-1999,3003,Midday,1:00 PM,30,House Cat,
19-05-2000,3622,Evening,7:00 PM,4,Dead Man,
19-05-2000,3621,Midday,1:00 PM,14,Money,
19-05-2001,4236,Evening,7:00 PM,7,Hog,
19-05-2001,4235,Midday,1:00 PM,3,Carriage,
19-05-2003,5462,Evening,7:00 PM,36,Donkey,
19-05-2003,5461,Midday,1:00 PM,23,Big House,
19-05-2004,6078,Evening,7:00 PM,6,Belly,
19-05-2004,6077,Midday,1:00 PM,29,Opium Man,
19-05-2005,6690,Evening,7:00 PM,15,Sick Woman,
19-05-2005,6689,Midday,1:00 PM,10,Monkey,
19-05-2006,7302,Evening,7:00 PM,13,Crapaud,
19-05-2006,7301,Midday,1:00 PM,3,Carriage,
19-05-2007,7916,Evening,7:00 PM,9,Cattle,
19-05-2007,7915,Midday,1:00 PM,28,Red Fish,
19-05-2008,8532,Evening,7:00 PM,18,Water Boat,
19-05-2008,8531,Midday,1:00 PM,1,Centipede,
19-05-2009,9146,Evening,7:00 PM,4,Dead Man,
19-05-2009,9145,Midday,1:00 PM,2,Old Lady,
19-05-2010,9760,Evening,7:00 PM,2,Old Lady,
19-05-2010,9759,Midday,1:00 PM,4,Dead Man,
19-05-2011,10374,Evening,7:00 PM,13,Crapaud,
19-05-2011,10373,Midday,1:00 PM,23,Big House,
19-05-2012,11146,Evening,7:00 PM,30,House Cat,
19-05-2012,11145,Midday,1:00 PM,10,Monkey,
19-05-2012,11144,Morning,10:30 AM,9,Cattle,
19-05-2014,12991,Evening,7:00 PM,6,Belly,
19-05-2014,12990,Midday,1:00 PM,19,Horse,
19-05-2014,12989,Morning,10:30 AM,1,Centipede,
19-05-2015,13912,Evening,7:00 PM,19,Horse,
19-05-2015,13911,Midday,1:00 PM,36,Donkey,
19-05-2015,13910,Morning,10:30 AM,21,Mouth,
19-05-2016,15104,Afternoon,4:00 PM,33,Spider,
19-05-2016,15105,Evening,7:00 PM,24,Queen,
19-05-2016,15103,Midday,1:00 PM,36,Donkey,
19-05-2016,15102,Morning,10:30 AM,10,Monkey,
19-05-2017,16336,Afternoon,4:00 PM,6,Belly,Megaball
19-05-2017,16337,Evening,7:00 PM,34,Blind Man,
19-05-2017,16335,Midday,1:00 PM,3,Carriage,
19-05-2017,16334,Morning,10:30 AM,7,Hog,
19-05-2018,17564,Afternoon,4:00 PM,31,Parson Wife,
19-05-2018,17565,Evening,7:00 PM,24,Queen,Megaball
19-05-2018,17563,Midday,1:00 PM,31,Parson Wife,Megaball
19-05-2018,17562,Morning,10:30 AM,16,Jammette,
19-05-2022,21988,Afternoon,4:00 PM,9,Cattle,Mega Extreme Ball
19-05-2022,21989,Evening,7:00 PM,28,Red Fish,Mega Extreme Ball
19-05-2022,21987,Midday,1:00 PM,26,Fowl,Mega Extreme Ball
19-05-2022,21986,Morning,10:30 AM,32,Shrimp,
19-05-2023,23220,Afternoon,4:00 PM,15,Sick Woman,Megaball
19-05-2023,23221,Evening,7:00 PM,16,Jammette,
19-05-2023,23219,Midday,1:00 PM,33,Spider,Mega Ultra Ball
19-05-2023,23218,Morning,10:30 AM,2,Old Lady,Megaball
19-06-1995,594,Evening,7:00 PM,27,Little Snake,
19-06-1995,593,Midday,1:00 PM,34,Blind Man,
19-06-1996,1210,Evening,7:00 PM,23,Big House,
19-06-1996,1209,Midday,1:00 PM,29,Opium Man,
19-06-1997,1826,Evening,7:00 PM,4,Dead Man,
19-06-1997,1825,Midday,1:00 PM,1,Centipede,
19-06-1998,2442,Evening,7:00 PM,21,Mouth,
19-06-1998,2441,Midday,1:00 PM,16,Jammette,
19-06-1999,3056,Evening,7:00 PM,7,Hog,
19-06-1999,3055,Midday,1:00 PM,34,Blind Man,
19-06-2000,3674,Evening,7:00 PM,6,Belly,
19-06-2000,3673,Midday,1:00 PM,14,Money,
19-06-2001,4286,Evening,7:00 PM,15,Sick Woman,
19-06-2001,4285,Midday,1:00 PM,23,Big House,
19-06-2002,4900,Evening,7:00 PM,3,Carriage,
19-06-2002,4899,Midday,1:00 PM,20,Dog,
19-06-2004,6130,Evening,7:00 PM,28,Red Fish,
19-06-2004,6129,Midday,1:00 PM,13,Crapaud,
19-06-2006,7352,Evening,7:00 PM,16,Jammette,
19-06-2006,7351,Midday,1:00 PM,21,Mouth,
19-06-2007,7966,Evening,7:00 PM,34,Blind Man,
19-06-2007,7965,Midday,1:00 PM,1,Centipede,
19-06-2008,8584,Evening,7:00 PM,9,Cattle,
19-06-2008,8583,Midday,1:00 PM,34,Blind Man,
19-06-2009,9198,Evening,7:00 PM,15,Sick Woman,
19-06-2009,9197,Midday,1:00 PM,4,Dead Man,
19-06-2010,9812,Evening,7:00 PM,29,Opium Man,
19-06-2010,9811,Midday,1:00 PM,36,Donkey,
19-06-2012,11221,Evening,7:00 PM,14,Money,
19-06-2012,11220,Midday,1:00 PM,2,Old Lady,
19-06-2012,11219,Morning,10:30 AM,33,Spider,
19-06-2013,12145,Evening,7:00 PM,12,King,
19-06-2013,12144,Midday,1:00 PM,31,Parson Wife,
19-06-2013,12143,Morning,10:30 AM,7,Hog,
19-06-2015,13990,Evening,7:00 PM,6,Belly,
19-06-2015,13989,Midday,1:00 PM,1,Centipede,
19-06-2015,13988,Morning,10:30 AM,27,Little Snake,
19-06-2017,16436,Afternoon,4:00 PM,14,Money,
19-06-2017,16437,Evening,7:00 PM,23,Big House,Megaball
19-06-2017,16435,Midday,1:00 PM,9,Cattle,
19-06-2017,16434,Morning,10:30 AM,28,Red Fish,
19-06-2018,17660,Afternoon,4:00 PM,23,Big House,Mega Bonus Ball
19-06-2018,17661,Evening,7:00 PM,27,Little Snake,
19-06-2018,17659,Midday,1:00 PM,33,Spider,
19-06-2018,17658,Morning,10:30 AM,24,Queen,Mega Bonus Ball
19-06-2019,18892,Afternoon,4:00 PM,29,Opium Man,Megaball
19-06-2019,18893,Evening,7:00 PM,21,Mouth,
19-06-2019,18891,Midday,1:00 PM,23,Big House,Megaball
19-06-2019,18890,Morning,10:30 AM,28,Red Fish,
19-06-2020,19920,Afternoon,4:00 PM,14,Money,"Megaball, Mega Extreme Ball"
19-06-2020,19921,Evening,7:00 PM,1,Centipede,
19-06-2020,19919,Midday,1:00 PM,7,Hog,Megaball
19-06-2020,19918,Morning,10:30 AM,35,Big Snake,"Megaball, Mega Ultra Ball"
19-06-2023,23320,Afternoon,4:00 PM,14,Money,"Megaball, Mega Bonus Ball"
19-06-2023,23321,Evening,7:00 PM,4,Dead Man,"Mega Bonus Ball, Mega Bonus Ball"
19-06-2023,23319,Midday,1:00 PM,8,Tiger,"Mega Bonus Ball, Mega Bonus Ball"
19-06-2023,23318,Morning,10:30 AM,32,Shrimp,Megaball
19-06-2024,24556,Afternoon,4:00 PM,8,Tiger,
19-06-2024,24557,Evening,7:00 PM,27,Little Snake,
19-06-2024,24555,Midday,1:00 PM,17,Pigeon,"Mega Bonus Ball, Mega Ultra Ball"
19-06-2024,24554,Morning,10:30 AM,21,Mouth,Megaball
19-07-1994,28,Evening,7:00 PM,18,Water Boat,
19-07-1994,27,Midday,1:00 PM,5,Parson Man,
19-07-1995,646,Evening,7:00 PM,1,Centipede,
19-07-1995,645,Midday,1:00 PM,15,Sick Woman,
19-07-1996,1262,Evening,7:00 PM,27,Little Snake,
19-07-1996,1261,Midday,1:00 PM,32,Shrimp,
19-07-1997,1878,Evening,7:00 PM,1,Centipede,
19-07-1997,1877,Midday,1:00 PM,24,Queen,
19-07-1999,3106,Evening,7:00 PM,11,Corbeau,
19-07-1999,3105,Midday,1:00 PM,1,Centipede,
19-07-2000,3724,Evening,7:00 PM,29,Opium Man,
19-07-2000,3723,Midday,1:00 PM,6,Belly,
19-07-2001,4338,Evening,7:00 PM,12,King,
19-07-2001,4337,Midday,1:00 PM,21,Mouth,
19-07-2002,4952,Evening,7:00 PM,5,Parson Man,
19-07-2002,4951,Midday,1:00 PM,36,Donkey,
19-07-2003,5566,Evening,7:00 PM,25,Morocoy,
19-07-2003,5565,Midday,1:00 PM,10,Monkey,
19-07-2004,6180,Evening,7:00 PM,12,King,
19-07-2004,6179,Midday,1:00 PM,27,Little Snake,
19-07-2005,6788,Evening,7:00 PM,21,Mouth,
19-07-2005,6787,Midday,1:00 PM,28,Red Fish,
19-07-2006,7404,Evening,7:00 PM,23,Big House,
19-07-2006,7403,Midday,1:00 PM,18,Water Boat,
19-07-2007,8018,Evening,7:00 PM,23,Big House,
19-07-2007,8017,Midday,1:00 PM,25,Morocoy,
19-07-2008,8636,Evening,7:00 PM,26,Fowl,
19-07-2008,8635,Midday,1:00 PM,26,Fowl,
19-07-2010,9862,Evening,7:00 PM,13,Crapaud,
19-07-2010,9861,Midday,1:00 PM,13,Crapaud,
19-07-2011,10476,Evening,7:00 PM,22,Rat,
19-07-2011,10475,Midday,1:00 PM,30,House Cat,
19-07-2012,11299,Evening,7:00 PM,26,Fowl,
19-07-2012,11298,Midday,1:00 PM,5,Parson Man,
19-07-2012,11297,Morning,10:30 AM,25,Morocoy,
19-07-2013,12223,Evening,7:00 PM,17,Pigeon,
19-07-2013,12222,Midday,1:00 PM,4,Dead Man,
19-07-2013,12221,Morning,10:30 AM,36,Donkey,
19-07-2014,13147,Evening,7:00 PM,9,Cattle,
19-07-2014,13146,Midday,1:00 PM,31,Parson Wife,
19-07-2014,13145,Morning,10:30 AM,27,Little Snake,
19-07-2016,15304,Afternoon,4:00 PM,7,Hog,
19-07-2016,15305,Evening,7:00 PM,25,Morocoy,
19-07-2016,15303,Midday,1:00 PM,20,Dog,
19-07-2016,15302,Morning,10:30 AM,8,Tiger,
19-07-2017,16536,Afternoon,4:00 PM,5,Parson Man,Megaball
19-07-2017,16537,Evening,7:00 PM,36,Donkey,
19-07-2017,16535,Midday,1:00 PM,5,Parson Man,
19-07-2017,16534,Morning,10:30 AM,28,Red Fish,
19-07-2018,17764,Afternoon,4:00 PM,3,Carriage,
19-07-2018,17765,Evening,7:00 PM,26,Fowl,Megaball
19-07-2018,17763,Midday,1:00 PM,8,Tiger,
19-07-2018,17762,Morning,10:30 AM,1,Centipede,Megaball
19-07-2019,18992,Afternoon,4:00 PM,30,House Cat,
19-07-2019,18993,Evening,7:00 PM,12,King,Mega Bonus Ball
19-07-2019,18991,Midday,1:00 PM,19,Horse,Megaball
19-07-2019,18990,Morning,10:30 AM,20,Dog,Megaball
19-07-2022,22192,Afternoon,4:00 PM,18,Water Boat,"Megaball, Mega Ultra Ball"
19-07-2022,22193,Evening,7:00 PM,35,Big Snake,
19-07-2022,22191,Midday,1:00 PM,33,Spider,"Megaball, Mega Ultra Ball, Mega Extreme Ball"
19-07-2022,22190,Morning,10:30 AM,26,Fowl,
19-07-2023,23424,Afternoon,4:00 PM,3,Carriage,"Megaball, Mega Bonus Ball"
19-07-2023,23425,Evening,7:00 PM,5,Parson Man,
19-07-2023,23423,Midday,1:00 PM,36,Donkey,Mega Bonus Ball
19-07-2023,23422,Morning,10:30 AM,12,King,Megaball
19-07-2024,24660,Afternoon,4:00 PM,4,Dead Man,"Megaball, Mega Ultra Ball"
19-07-2024,24661,Evening,7:00 PM,31,Parson Wife,
19-07-2024,24659,Midday,1:00 PM,13,Crapaud,
19-07-2024,24658,Morning,10:30 AM,22,Rat,
19-08-1994,82,Evening,7:00 PM,23,Big House,
19-08-1994,81,Midday,1:00 PM,19,Horse,
19-08-1995,700,Evening,7:00 PM,28,Red Fish,
19-08-1995,699,Midday,1:00 PM,3,Carriage,
19-08-1996,1314,Evening,7:00 PM,33,Spider,
19-08-1996,1313,Midday,1:00 PM,3,Carriage,
19-08-1997,1930,Evening,7:00 PM,1,Centipede,
19-08-1997,1929,Midday,1:00 PM,35,Big Snake,
19-08-1998,2546,Evening,7:00 PM,7,Hog,
19-08-1998,2545,Midday,1:00 PM,18,Water Boat,
19-08-1999,3160,Evening,7:00 PM,17,Pigeon,
19-08-1999,3159,Midday,1:00 PM,24,Queen,
19-08-2000,3778,Evening,7:00 PM,24,Queen,
19-08-2000,3777,Midday,1:00 PM,28,Red Fish,
19-08-2002,5004,Evening,7:00 PM,26,Fowl,
19-08-2002,5003,Midday,1:00 PM,27,Little Snake,
19-08-2003,5618,Evening,7:00 PM,6,Belly,
19-08-2003,5617,Midday,1:00 PM,35,Big Snake,
19-08-2004,6234,Evening,7:00 PM,12,King,
19-08-2004,6233,Midday,1:00 PM,1,Centipede,
19-08-2005,6842,Evening,7:00 PM,26,Fowl,
19-08-2005,6841,Midday,1:00 PM,10,Monkey,
19-08-2006,7458,Evening,7:00 PM,35,Big Snake,
19-08-2006,7457,Midday,1:00 PM,29,Opium Man,
19-08-2008,8688,Evening,7:00 PM,5,Parson Man,
19-08-2008,8687,Midday,1:00 PM,31,Parson Wife,
19-08-2009,9302,Evening,7:00 PM,21,Mouth,
19-08-2009,9301,Midday,1:00 PM,5,Parson Man,
19-08-2010,9916,Evening,7:00 PM,31,Parson Wife,
19-08-2010,9915,Midday,1:00 PM,26,Fowl,
19-08-2011,10530,Evening,7:00 PM,8,Tiger,
19-08-2011,10529,Midday,1:00 PM,27,Little Snake,
19-08-2013,12298,Evening,7:00 PM,30,House Cat,
19-08-2013,12297,Midday,1:00 PM,9,Cattle,
19-08-2013,12296,Morning,10:30 AM,32,Shrimp,
19-08-2014,13222,Evening,7:00 PM,8,Tiger,
19-08-2014,13221,Midday,1:00 PM,12,King,
19-08-2014,13220,Morning,10:30 AM,34,Blind Man,
19-08-2015,14180,Afternoon,4:00 PM,8,Tiger,
19-08-2015,14181,Evening,7:00 PM,19,Horse,
19-08-2015,14179,Midday,1:00 PM,21,Mouth,
19-08-2015,14178,Morning,10:30 AM,30,House Cat,
19-08-2016,15412,Afternoon,4:00 PM,36,Donkey,1:36
19-08-2016,15413,Evening,7:00 PM,26,Fowl,1:26
19-08-2016,15411,Midday,1:00 PM,10,Monkey,1:26
19-08-2016,15410,Morning,10:30 AM,9,Cattle,1:26
